# reccmp_head=f9ef6b39 generated_by=validate
address	size	matching	exact	effective	debt
0x004A62A0	204	0.980000	0	0	0
0x004A6380	1	1.000000	1	0	0
0x004A6390	517	0.964497	0	0	0
0x004A65A0	55	1.000000	1	0	0
0x004A65E0	55	1.000000	1	0	0
0x004A66A0	144	1.000000	1	0	0
0x004A6730	86	1.000000	1	0	0
0x004A6790	56	1.000000	1	0	0
0x004A67D0	207	1.000000	1	0	0
0x004A6940	336	0.946429	0	0	0
0x004A6B10	22	1.000000	1	0	0
0x004A6B30	385	0.632653	0	0	0
0x004A6CC0	111	1.000000	1	0	0
0x004A6D30	14	1.000000	1	0	0
0x004A6D40	101	0.577778	0	0	0
0x004A8710	175	1.000000	1	0	0
0x004A87C0	25	1.000000	1	0	0
0x004A8870	50	1.000000	1	0	0
0x004A88B0	70	1.000000	1	0	0
0x004A8B30	18	1.000000	1	0	0
0x004A8BF0	100	1.000000	1	0	0
0x004A8C60	138	1.000000	1	0	0
0x004A8D20	91	1.000000	1	0	0
0x004A8D80	126	1.000000	1	0	0
0x004A91B0	37	1.000000	1	0	0
0x004A91E0	37	1.000000	1	0	0
0x004A9210	37	1.000000	1	0	0
0x004A9270	67	1.000000	0	1	0
0x004A92C0	29	1.000000	1	0	0
0x004A92E0	37	1.000000	1	0	0
0x004A9340	69	1.000000	1	0	0
0x004A9400	21	1.000000	1	0	0
0x004A94C0	102	1.000000	1	0	0
0x004A9530	99	1.000000	1	0	0
0x004A9750	35	1.000000	1	0	0
0x004A97E0	26	1.000000	1	0	0
0x004A9800	25	1.000000	1	0	0
0x004A9820	26	1.000000	1	0	0
0x004A9840	26	1.000000	1	0	0
0x004A9860	111	1.000000	1	0	0
0x004A98D0	85	1.000000	1	0	0
0x004A9930	192	1.000000	0	1	0
0x004A9AA0	149	0.921569	0	0	0
0x004A9B40	188	1.000000	0	1	0
0x004A9CB0	147	0.929293	0	0	0
0x004A9D50	186	1.000000	0	1	0
0x004A9EC0	147	1.000000	0	1	0
0x004A9F60	407	0.706349	0	0	0
0x004AA100	597	0.566502	0	0	0
0x004AA520	154	1.000000	0	1	0
0x004AA620	902	0.905923	0	0	0
0x004AAC40	505	0.854460	0	0	0
0x004AB090	321	0.711538	0	0	0
0x004AB7D0	90	0.966667	0	0	0
0x004AB850	110	1.000000	1	0	0
0x004AB8C0	22	1.000000	1	0	0
0x004AB8E0	108	1.000000	1	0	0
0x004AB950	184	1.000000	1	0	0
0x004ABA10	44	1.000000	1	0	0
0x004ABA40	9	1.000000	1	0	0
0x004ABA70	9	1.000000	1	0	0
0x004ABA80	9	1.000000	1	0	0
0x004ABA90	20	1.000000	1	0	0
0x004ABAB0	18	1.000000	1	0	0
0x004ABAD0	16	1.000000	1	0	0
0x004ABAE0	9	1.000000	1	0	0
0x004ABAF0	51	1.000000	1	0	0
0x004ABB30	27	1.000000	1	0	0
0x004ABB80	54	1.000000	1	0	0
0x004ABBC0	9	1.000000	1	0	0
0x004ABBD0	9	1.000000	1	0	0
0x004ABBF0	9	1.000000	1	0	0
0x004ABC40	29	1.000000	1	0	0
0x004ABC60	20	1.000000	1	0	0
0x004ABCA0	56	1.000000	1	0	0
0x004ABD30	11	1.000000	1	0	0
0x004ABD40	11	1.000000	1	0	0
0x004ABD50	17	1.000000	1	0	0
0x004ABD80	9	1.000000	1	0	0
0x004ABD90	15	1.000000	1	0	0
0x004ABDA0	15	1.000000	1	0	0
0x004ABE30	22	1.000000	1	0	0
0x004ABE50	22	1.000000	1	0	0
0x004ABE70	27	1.000000	1	0	0
0x004ABE90	16	1.000000	1	0	0
0x004ABEA0	16	1.000000	1	0	0
0x004ABEB0	76	0.958333	0	0	0
0x004ABF00	39	0.583333	0	0	0
0x004ABF30	19	1.000000	1	0	0
0x004ABF50	16	1.000000	1	0	0
0x004ABF60	17	1.000000	1	0	0
0x004ABF80	17	1.000000	1	0	0
0x004ABFA0	25	1.000000	1	0	0
0x004ABFC0	11	1.000000	1	0	0
0x004ABFD0	28	1.000000	1	0	0
0x004ABFF0	28	1.000000	1	0	0
0x004AC010	28	1.000000	1	0	0
0x004AC030	52	1.000000	1	0	0
0x004AC070	11	1.000000	1	0	0
0x004AC080	32	1.000000	1	0	0
0x004AC0A0	26	1.000000	1	0	0
0x004AC0C0	11	1.000000	1	0	0
0x004AC0D0	21	1.000000	1	0	0
0x004AC0F0	11	1.000000	1	0	0
0x004AC100	22	1.000000	1	0	0
0x004AC120	27	1.000000	1	0	0
0x004AC140	16	1.000000	1	0	0
0x004AC150	33	1.000000	1	0	0
0x004AC180	28	1.000000	1	0	0
0x004AC1A0	79	1.000000	1	0	0
0x004AC1F0	36	1.000000	1	0	0
0x004AC220	24	1.000000	1	0	0
0x004AC240	19	1.000000	1	0	0
0x004AC260	16	1.000000	1	0	0
0x004AC2A0	40	1.000000	1	0	0
0x004AC300	50	1.000000	1	0	0
0x004AC340	43	1.000000	1	0	0
0x004AC370	25	1.000000	1	0	0
0x004AC390	12	1.000000	1	0	0
0x004AC3A0	14	1.000000	1	0	0
0x004AC420	19	1.000000	1	0	0
0x004AC4D0	101	1.000000	1	0	0
0x004AC540	532	0.865753	0	0	0
0x004AC760	593	0.847826	0	0	0
0x004AC9C0	509	0.888268	0	0	0
0x004ACBC0	27	1.000000	1	0	0
0x004ACBE0	431	0.350769	0	0	0
0x004ACD90	150	1.000000	1	0	0
0x004ACFB0	10	1.000000	1	0	0
0x004ACFC0	51	1.000000	1	0	0
0x004AD000	6	1.000000	1	0	0
0x004AD030	38	1.000000	1	0	0
0x004AD060	40	1.000000	1	0	0
0x004AD090	43	1.000000	1	0	0
0x004AD0C0	14	1.000000	1	0	0
0x004AD130	15	1.000000	1	0	0
0x004AD1C0	24	1.000000	1	0	0
0x004AD610	45	1.000000	1	0	0
0x004AD640	67	1.000000	1	0	0
0x004AD7B0	64	0.561404	0	0	0
0x004ADFD0	32	1.000000	1	0	0
0x004ADFF0	1553	1.000000	1	0	0
0x004AEC80	69	1.000000	1	0	0
0x004AECD0	5	1.000000	1	0	0
0x004AECE0	190	1.000000	1	0	0
0x004AEDA0	99	1.000000	1	0	0
0x004AEE10	195	0.911765	0	0	0
0x004AEEE0	147	0.932203	0	0	0
0x004AEF80	336	0.901554	0	0	0
0x004AF0D0	60	1.000000	1	0	0
0x004AF110	776	0.698413	0	0	0
0x004AF420	181	0.961832	0	0	0
0x004AF4E0	97	1.000000	1	0	0
0x004AF550	147	1.000000	1	0	0
0x004AF5F0	75	1.000000	1	0	0
0x004AF640	64	1.000000	1	0	0
0x004AF680	85	1.000000	1	0	0
0x004AFA20	58	1.000000	1	0	0
0x004AFA60	63	1.000000	1	0	0
0x004AFAA0	76	1.000000	1	0	0
0x004AFAF0	10	1.000000	1	0	0
0x004AFB20	124	1.000000	1	0	0
0x004AFBA0	54	1.000000	1	0	0
0x004AFBE0	36	1.000000	1	0	0
0x004AFC10	87	1.000000	1	0	0
0x004AFC70	51	1.000000	1	0	0
0x004AFCB0	128	1.000000	1	0	0
0x004AFD30	588	0.261224	0	0	0
0x004AFF80	385	1.000000	1	0	0
0x004B0200	378	0.598214	0	0	0
0x004B0380	125	1.000000	1	0	0
0x004B0400	24	1.000000	1	0	0
0x004B0440	468	0.762238	0	0	0
0x004B0620	174	1.000000	1	0	0
0x004B06D0	109	1.000000	0	1	0
0x004B0740	20	1.000000	1	0	0
0x004B0760	29	1.000000	1	0	0
0x004B0780	29	1.000000	1	0	0
0x004B07A0	199	0.254144	0	0	0
0x004B0870	437	0.335714	0	0	0
0x004B0A30	297	0.650206	0	0	0
0x004B0B60	289	0.890995	0	0	0
0x004B0C90	88	1.000000	1	0	0
0x004B0CF0	11	1.000000	1	0	0
0x004B0D90	106	0.263158	0	0	0
0x004B0E00	835	0.393382	0	0	0
0x004B1150	43	1.000000	1	0	0
0x004B1180	5	1.000000	1	0	0
0x004B1190	5	1.000000	1	0	0
0x004B1880	10	1.000000	1	0	0
0x004B1890	111	0.973684	0	0	0
0x004B1950	39	0.583333	0	0	0
0x004B1980	24	1.000000	1	0	0
0x004B19A0	56	1.000000	1	0	0
0x004B19E0	15	1.000000	1	0	0
0x004B19F0	24	1.000000	1	0	0
0x004B1A10	15	1.000000	1	0	0
0x004B1A20	18	1.000000	1	0	0
0x004B1A40	16	1.000000	1	0	0
0x004B1A50	14	1.000000	1	0	0
0x004B1A60	50	1.000000	1	0	0
0x004B1AA0	177	0.967742	0	0	0
0x004B1B60	239	1.000000	1	0	0
0x004B1C50	439	1.000000	1	0	0
0x004B1E10	171	0.982759	0	0	0
0x004B1EC0	98	1.000000	1	0	0
0x004B1F30	818	0.823529	0	0	0
0x004B2880	87	1.000000	1	0	0
0x004B28E0	48	1.000000	1	0	0
0x004B2910	71	1.000000	1	0	0
0x004B2B20	16	1.000000	1	0	0
0x004B2B30	80	1.000000	1	0	0
0x004B2B80	36	1.000000	1	0	0
0x004B2BB0	32	1.000000	1	0	0
0x004B2BD0	3	1.000000	1	0	0
0x004B2BE0	3	1.000000	1	0	0
0x004B2BF0	130	1.000000	1	0	0
0x004B2C80	64	1.000000	0	1	0
0x004B2CC0	17	1.000000	1	0	0
0x004B2CE0	11	1.000000	1	0	0
0x004B2CF0	48	1.000000	1	0	0
0x004B2D20	43	1.000000	1	0	0
0x004B2D50	47	1.000000	1	0	0
0x004B2D80	90	1.000000	1	0	0
0x004B2DE0	33	1.000000	1	0	0
0x004B2E30	46	1.000000	1	0	0
0x004B2E60	79	1.000000	1	0	0
0x004B2EB0	31	1.000000	1	0	0
0x004B2ED0	378	0.914286	0	0	0
0x004B3050	187	0.914286	0	0	0
0x004B3110	96	1.000000	1	0	0
0x004B3170	19	1.000000	1	0	0
0x004B3190	51	1.000000	1	0	0
0x004B31D0	63	1.000000	1	0	0
0x004B3210	46	1.000000	1	0	0
0x004B3240	51	1.000000	1	0	0
0x004B3280	61	1.000000	1	0	0
0x004B32C0	30	1.000000	1	0	0
0x004B32E0	53	1.000000	1	0	0
0x004B3320	41	1.000000	1	0	0
0x004B3350	71	1.000000	1	0	0
0x004B33A0	12	1.000000	1	0	0
0x004B33B0	309	0.771739	0	0	0
0x004B34F0	49	1.000000	1	0	0
0x004B3530	51	1.000000	1	0	0
0x004B3570	40	1.000000	1	0	0
0x004B35A0	61	1.000000	1	0	0
0x004B35E0	30	1.000000	1	0	0
0x004B3600	43	1.000000	1	0	0
0x004B3630	266	0.846154	0	0	0
0x004B3740	87	1.000000	1	0	0
0x004B37B0	64	1.000000	1	0	0
0x004B37F0	97	1.000000	1	0	0
0x004B3860	10	1.000000	1	0	0
0x004B3870	6	1.000000	1	0	0
0x004B38C0	19	1.000000	1	0	0
0x004B38E0	149	1.000000	1	0	0
0x004B3980	39	1.000000	1	0	0
0x004B39D0	73	1.000000	1	0	0
0x004B3A20	107	0.818182	0	0	0
0x004B3A90	59	1.000000	0	1	0
0x004B3AD0	261	1.000000	1	0	0
0x004B3C20	51	1.000000	1	0	0
0x004B3C60	91	1.000000	1	0	0
0x004B3CC0	85	1.000000	1	0	0
0x004B3FD0	60	1.000000	1	0	0
0x004B4010	103	1.000000	1	0	0
0x004B4080	137	1.000000	1	0	0
0x004B4110	828	0.875000	0	0	0
0x004B4450	20	1.000000	1	0	0
0x004B44D0	70	1.000000	1	0	0
0x004B45A0	268	0.662921	0	0	0
0x004B46B0	459	1.000000	1	0	0
0x004B4880	912	0.364508	0	0	0
0x004B4C10	181	0.775510	0	0	0
0x004B4CD0	267	0.297872	0	0	0
0x004B4DE0	433	1.000000	0	1	0
0x004B4FA0	873	0.596491	0	0	0
0x004B5310	144	1.000000	1	0	0
0x004B53A0	47	1.000000	1	0	0
0x004B53D0	172	0.741935	0	0	0
0x004B5480	149	0.706897	0	0	0
0x004B5590	64	1.000000	1	0	0
0x004B55D0	90	1.000000	1	0	0
0x004B5630	204	0.872340	0	0	0
0x004B5700	507	1.000000	1	0	0
0x004B5900	247	0.882353	0	0	0
0x004B5A00	48	1.000000	1	0	0
0x004B5A30	107	0.535714	0	0	0
0x004B5AA0	35	1.000000	1	0	0
0x004B5AD0	243	0.290909	0	0	0
0x004B5BD0	35	1.000000	1	0	0
0x004B5C00	215	0.181818	0	0	0
0x004B5CE0	16	1.000000	1	0	0
0x004B5CF0	295	0.634615	0	0	0
0x004B5E20	32	1.000000	1	0	0
0x004B5E40	270	1.000000	1	0	0
0x004B5FB0	142	1.000000	1	0	0
0x004B6040	254	0.971154	0	0	0
0x004B6140	215	1.000000	1	0	0
0x004B6220	150	1.000000	1	0	0
0x004B62C0	64	1.000000	1	0	0
0x004B6300	21	1.000000	1	0	0
0x004B6320	823	0.904315	0	0	0
0x004B6660	250	0.894118	0	0	0
0x004B6760	234	1.000000	1	0	0
0x004B6850	65	1.000000	1	0	0
0x004B68A0	10	1.000000	1	0	0
0x004B68B0	415	0.833333	0	0	0
0x004B6A50	53	1.000000	1	0	0
0x004B6A90	64	1.000000	1	0	0
0x004B6AD0	263	1.000000	1	0	0
0x004B6C10	698	0.683128	0	0	0
0x004B6ED0	121	0.650000	0	0	0
0x004B6F50	397	0.458333	0	0	0
0x004B70E0	1252	0.591862	0	0	0
0x004B75E0	300	0.690722	0	0	0
0x004B7710	277	0.587500	0	0	0
0x004B7830	240	0.616438	0	0	0
0x004B7920	518	1.000000	1	0	0
0x004B7B30	552	1.000000	1	0	0
0x004B7D60	604	0.974227	0	0	0
0x004B7FC0	405	1.000000	1	0	0
0x004B8160	464	1.000000	1	0	0
0x004B8330	201	0.942308	0	0	0
0x004B8400	78	1.000000	1	0	0
0x004B8450	13	1.000000	1	0	0
0x004B8460	34	1.000000	1	0	0
0x004B8490	78	1.000000	1	0	0
0x004B84E0	244	0.301887	0	0	0
0x004B85E0	141	1.000000	1	0	0
0x004B8670	123	1.000000	1	0	0
0x004B86F0	241	0.541667	0	0	0
0x004B87F0	77	1.000000	1	0	0
0x004B8840	250	0.937500	0	0	0
0x004B8940	106	1.000000	1	0	0
0x004B89B0	123	0.894737	0	0	0
0x004B8A30	215	1.000000	1	0	0
0x004B8B10	219	0.534351	0	0	0
0x004B8BF0	199	1.000000	1	0	0
0x004B8CC0	260	1.000000	1	0	0
0x004B8DD0	129	1.000000	0	1	0
0x004B8E60	215	1.000000	1	0	0
0x004B8F40	215	1.000000	1	0	0
0x004B9100	265	1.000000	1	0	0
0x004B9210	138	1.000000	1	0	0
0x004B92B0	16	1.000000	1	0	0
0x004B92C0	21	1.000000	1	0	0
0x004B92E0	30	1.000000	1	0	0
0x004B9300	16	1.000000	1	0	0
0x004B9600	45	1.000000	1	0	0
0x004B9630	216	1.000000	1	0	0
0x004B9710	563	0.826667	0	0	0
0x004B9950	156	1.000000	1	0	0
0x004B99F0	110	1.000000	1	0	0
0x004B9A60	16	1.000000	1	0	0
0x004B9B90	90	0.911392	0	0	0
0x004B9D40	46	1.000000	1	0	0
0x004B9D70	1138	0.000000	0	0	0
0x004BA1F0	120	0.601770	0	0	0
0x004BA270	120	0.601770	0	0	0
0x004BA2F0	136	0.457627	0	0	0
0x004BA3A0	120	1.000000	1	0	0
0x004BA420	1763	0.496536	0	0	0
0x004BABE0	83	1.000000	1	0	0
0x004BAC40	40	1.000000	1	0	0
0x004BAC70	126	1.000000	1	0	0
0x004BACF0	1008	0.376648	0	0	0
0x004BB0E0	21	0.800000	0	0	0
0x004BB150	90	1.000000	1	0	0
0x004BB1B0	51	1.000000	1	0	0
0x004BB1F0	125	1.000000	1	0	0
0x004BB270	121	1.000000	1	0	0
0x004BB2F0	43	1.000000	1	0	0
0x004BB320	152	1.000000	1	0	0
0x004BB3C0	255	1.000000	1	0	0
0x004BB4C0	51	1.000000	1	0	0
0x004BB540	73	0.909091	0	0	0
0x004BB590	79	0.916667	0	0	0
0x004BB5E0	109	0.970588	0	0	0
0x004BB690	42	0.928571	0	0	0
0x004BB6C0	34	0.900000	0	0	0
0x004BB720	174	0.948718	0	0	0
0x004BB7D0	59	1.000000	1	0	0
0x004BB810	61	1.000000	1	0	0
0x004BB850	6	1.000000	1	0	0
0x004BB860	6	1.000000	1	0	0
0x004BB870	6	1.000000	1	0	0
0x004BB880	6	1.000000	1	0	0
0x004BB890	116	1.000000	1	0	0
0x004BB910	16	1.000000	1	0	0
0x004BB920	147	1.000000	1	0	0
0x004BB9C0	12	1.000000	1	0	0
0x004BB9D0	30	1.000000	1	0	0
0x004BB9F0	31	1.000000	1	0	0
0x004BBA10	158	1.000000	1	0	0
0x004BBAB0	329	0.904459	0	0	0
0x004BBC00	80	1.000000	1	0	0
0x004BBC50	19	1.000000	1	0	0
0x004BBC70	52	1.000000	1	0	0
0x004BBCB0	10	1.000000	1	0	0
0x004BBE10	107	1.000000	1	0	0
0x004BC080	159	1.000000	1	0	0
0x004BC120	27	1.000000	1	0	0
0x004BC140	20	1.000000	1	0	0
0x004BC160	15	1.000000	1	0	0
0x004BC170	49	1.000000	1	0	0
0x004BC1B0	116	1.000000	1	0	0
0x004BC230	134	1.000000	1	0	0
0x004BC2C0	92	1.000000	1	0	0
0x004BC320	49	1.000000	1	0	0
0x004BC360	60	1.000000	1	0	0
0x004BC3A0	44	1.000000	1	0	0
0x004BC410	29	1.000000	1	0	0
0x004BC430	37	1.000000	1	0	0
0x004BC460	695	0.429668	0	0	0
0x004BC720	471	0.525974	0	0	0
0x004BC900	126	1.000000	1	0	0
0x004BC980	331	0.572973	0	0	0
0x004BCAD0	139	1.000000	1	0	0
0x004BCB60	114	1.000000	1	0	0
0x004BCBE0	86	1.000000	0	1	0
0x004BCC40	40	1.000000	1	0	0
0x004BCC70	400	0.871560	0	0	0
0x004BCE00	341	0.927711	0	0	0
0x004BCF60	60	1.000000	1	0	0
0x004BCFA0	160	1.000000	1	0	0
0x004BD040	4200	0.000000	0	0	0
0x004BE0B0	7890	0.000000	0	0	0
0x004C0100	538	0.879781	0	0	0
0x004C0320	4472	0.000000	0	0	0
0x004C14A0	154	0.365217	0	0	0
0x004C1540	479	0.432432	0	0	0
0x004C1720	108	1.000000	1	0	0
0x004C1790	10	1.000000	1	0	0
0x004C17A0	10	1.000000	1	0	0
0x004C17B0	557	0.133333	0	0	0
0x004C19E0	567	0.689024	0	0	0
0x004C1C20	20	1.000000	1	0	0
0x004C1C40	537	0.988636	0	0	0
0x004C1E60	5	1.000000	1	0	0
0x004C1E70	131	1.000000	1	0	0
0x004C1F00	186	1.000000	1	0	0
0x004C1FC0	187	1.000000	1	0	0
0x004C2080	93	0.259740	0	0	0
0x004C20E0	10	1.000000	1	0	0
0x004C20F0	83	1.000000	1	0	0
0x004C2150	58	1.000000	1	0	0
0x004C2190	323	1.000000	1	0	0
0x004C22E0	193	1.000000	1	0	0
0x004C23B0	155	1.000000	1	0	0
0x004C2450	124	1.000000	1	0	0
0x004C24D0	184	1.000000	1	0	0
0x004C2630	149	0.925926	0	0	0
0x004C26D0	74	1.000000	1	0	0
0x004C2720	46	1.000000	1	0	0
0x004C2750	115	1.000000	1	0	0
0x004C27D0	145	1.000000	1	0	0
0x004C2870	98	1.000000	1	0	0
0x004C28E0	6	1.000000	1	0	0
0x004C28F0	19	1.000000	1	0	0
0x004C2910	128	0.939394	0	0	0
0x004C2990	1	1.000000	1	0	0
0x004C29A0	45	1.000000	1	0	0
0x004C29D0	66	1.000000	1	0	0
0x004C2A20	75	1.000000	1	0	0
0x004C2A70	57	0.545455	0	0	0
0x004C2AB0	299	0.860215	0	0	0
0x004C2BE0	310	0.872340	0	0	0
0x004C2D20	323	0.875000	0	0	0
0x004C2E70	375	0.801762	0	0	0
0x004C2FF0	158	1.000000	1	0	0
0x004C3090	61	1.000000	1	0	0
0x004C30D0	85	1.000000	1	0	0
0x004C3130	62	1.000000	1	0	0
0x004C3170	69	1.000000	1	0	0
0x004C31C0	120	1.000000	1	0	0
0x004C3240	105	1.000000	1	0	0
0x004C32B0	317	1.000000	1	0	0
0x004C33F0	434	1.000000	1	0	0
0x004C35C0	216	1.000000	1	0	0
0x004C36A0	153	1.000000	1	0	0
0x004C3740	1176	0.816380	0	0	0
0x004C3BE0	179	0.790698	0	0	0
0x004C3CA0	323	0.305221	0	0	0
0x004C3DF0	183	0.911765	0	0	0
0x004C3EB0	462	0.467626	0	0	0
0x004C4080	416	0.719697	0	0	0
0x004C4220	280	0.721649	0	0	0
0x004C4340	41	1.000000	1	0	0
0x004C4370	715	0.206501	0	0	0
0x004C4640	665	0.206452	0	0	0
0x004C48E0	377	0.092857	0	0	0
0x004C4A60	371	0.078571	0	0	0
0x004C4BE0	536	0.330709	0	0	0
0x004C4E00	294	0.217391	0	0	0
0x004C4F30	294	0.234783	0	0	0
0x004C5060	536	0.330709	0	0	0
0x004C5280	522	0.384000	0	0	0
0x004C5490	280	0.178571	0	0	0
0x004C55B0	280	0.209091	0	0	0
0x004C56D0	522	0.385027	0	0	0
0x004C58E0	465	0.398773	0	0	0
0x004C5AC0	701	0.197590	0	0	0
0x004C5D80	381	0.412955	0	0	0
0x004C5F00	379	0.307692	0	0	0
0x004C6080	699	0.189320	0	0	0
0x004C6340	2101	0.306050	0	0	0
0x004C6B80	2710	0.138809	0	0	0
0x004C7630	2690	0.196546	0	0	0
0x004C80D0	2125	0.206291	0	0	0
0x004C8930	2119	0.208364	0	0	0
0x004C9190	2214	0.303333	0	0	0
0x004C9A50	674	1.000000	1	0	0
0x004C9D00	581	1.000000	1	0	0
0x004C9F50	240	1.000000	1	0	0
0x004CA040	114	1.000000	1	0	0
0x004CA0C0	258	1.000000	1	0	0
0x004CA1D0	590	1.000000	1	0	0
0x004CA420	1033	0.866279	0	0	0
0x004CA880	63	1.000000	1	0	0
0x004CAA60	278	0.942408	0	0	0
0x004CAB80	65	0.407407	0	0	0
0x004CABD0	609	0.519362	0	0	0
0x004CAE40	139	1.000000	1	0	0
0x004CAED0	60	1.000000	1	0	0
0x004CB270	42	1.000000	1	0	0
0x004CB2A0	16	1.000000	1	0	0
0x004CB2C0	16	1.000000	1	0	0
0x004CB300	31	1.000000	1	0	0
0x004CB320	444	0.652330	0	0	0
0x004CB4E0	1115	0.860068	0	0	0
0x004CB940	29	1.000000	1	0	0
0x004CB970	707	0.607930	0	0	0
0x004CBC40	57	1.000000	1	0	0
0x004CBC90	1940	0.385520	0	0	1
0x004CC430	73	1.000000	1	0	0
0x004CC480	1257	0.279412	0	0	0
0x004CC970	261	0.879518	0	0	0
0x004CCB20	178	1.000000	1	0	0
0x004CCBE0	142	1.000000	1	0	0
0x004CCC70	107	1.000000	1	0	0
0x004CCCE0	90	1.000000	1	0	0
0x004CCD40	83	1.000000	1	0	0
0x004CCDA0	143	1.000000	1	0	0
0x004CCE30	186	1.000000	1	0	0
0x004CCEF0	121	1.000000	1	0	0
0x004CCF70	122	1.000000	1	0	0
0x004CCFF0	207	1.000000	1	0	0
0x004CD0C0	76	1.000000	1	0	0
0x004CD110	6	1.000000	1	0	0
0x004CD120	27	1.000000	1	0	0
0x004CD140	47	1.000000	1	0	0
0x004CD170	64	1.000000	1	0	0
0x004CD1B0	1527	0.247810	0	0	0
0x004CD7B0	195	0.723404	0	0	0
0x004CD880	815	0.761506	0	0	0
0x004CDBB0	63	1.000000	1	0	0
0x004CDBF0	43	1.000000	1	0	0
0x004CDC20	189	0.580645	0	0	0
0x004CDD10	100	1.000000	1	0	0
0x004CDD80	13	1.000000	1	0	0
0x004CDD90	22	1.000000	1	0	0
0x004CDDB0	22	1.000000	1	0	0
0x004CDDD0	583	1.000000	1	0	0
0x004CE020	10	1.000000	1	0	0
0x004CE030	19	1.000000	1	0	0
0x004CE050	620	0.979730	0	0	0
0x004CE2C0	36	1.000000	1	0	0
0x004CE340	49	1.000000	1	0	0
0x004CE380	327	0.601036	0	0	0
0x004CE4D0	58	0.863636	0	0	0
0x004CE510	85	1.000000	1	0	0
0x004CE570	55	1.000000	1	0	0
0x004CE5B0	63	1.000000	1	0	0
0x004CE5F0	198	1.000000	1	0	0
0x004CE6C0	158	1.000000	1	0	0
0x004CE760	59	1.000000	1	0	0
0x004CE810	65	1.000000	1	0	0
0x004CE860	60	1.000000	1	0	0
0x004CE8B0	84	1.000000	1	0	0
0x004CE910	260	1.000000	0	1	0
0x004CEA20	43	1.000000	1	0	0
0x004CEA50	130	1.000000	1	0	0
0x004CEAE0	23	1.000000	1	0	0
0x004DA850	112	1.000000	1	0	0
0x004DB040	24	1.000000	1	0	0
0x004DB600	697	0.931106	0	0	0
0x004DB8C0	67	1.000000	1	0	0
0x004DB910	33	1.000000	1	0	0
0x004DB940	16	1.000000	1	0	0
0x004DB950	421	0.779923	0	0	0
0x004DBB00	118	1.000000	1	0	0
0x004DBB80	38	0.947368	0	0	0
